"Name","State","Notes","User","Tags","Created","Runtime","Sweep","ID","Group","Job Type","Updated","End Time","Hostname","Description","Commit","GitHub","GPU Count","GPU Type","EC2_Hostname","EC2_Instance_ID","EC2_Rsync","EC2_SSH","EC2_SSH_Tmux","S3_Link","S3_Path","Team_Id","aug_geom_reflect","aug_geom_scale_max","aug_geom_scale_min","aug_geom_tilt_max_deg","aug_geom_wiggle_max_ratio","aug_input_crop_size","batch_size","batch_size_validation","dataset","dataset_root","log_dir","loss_weight_depth","loss_weight_semseg","lr_scheduler","lr_scheduler_power","model_encoder_name","model_name","name","num_epochs","num_steps_visualization_first","num_steps_visualization_interval","observe_train_ids","observe_valid_ids","optimizer","optimizer_lr","optimizer_momentum","optimizer_weight_decay","prepare_submission","resume","visualize_img_grid_width","visualize_num_samples_in_batch","workers","workers_validation","epoch","loss_train/depth","loss_train/semseg","loss_train/total","loss_val/depth","loss_val/semseg","loss_val/total","metrics_summary/depth","metrics_summary/multitask","metrics_summary/semseg","metrics_task_depth/delta1","metrics_task_depth/delta2","metrics_task_depth/delta3","metrics_task_depth/inv_mae","metrics_task_depth/inv_rmse","metrics_task_depth/log_mae","metrics_task_depth/log_rmse","metrics_task_depth/mae","metrics_task_depth/rel","metrics_task_depth/rel_squared","metrics_task_depth/rmse","metrics_task_depth/si_log_rmse","metrics_task_semseg/bicycle","metrics_task_semseg/building","metrics_task_semseg/bus","metrics_task_semseg/car","metrics_task_semseg/fence","metrics_task_semseg/mean_iou","metrics_task_semseg/motorcycle","metrics_task_semseg/person","metrics_task_semseg/pole","metrics_task_semseg/rider","metrics_task_semseg/road","metrics_task_semseg/sidewalk","metrics_task_semseg/sky","metrics_task_semseg/terrain","metrics_task_semseg/traffic_light","metrics_task_semseg/traffic_sign","metrics_task_semseg/train","metrics_task_semseg/truck","metrics_task_semseg/vegetation","metrics_task_semseg/wall","trainer/LR","trainer/global_step"
"T19_0512-2059_task4_branched_se_dec_berhu_testaug_c84f6","failed","-","nargenziano","","2022-05-12T20:59:13.000Z","110","","1ucyq8hd","","","2022-05-12T21:01:03.000Z","2022-05-12T21:01:03.000Z","ip-172-31-40-250","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-3-17-62-55.us-east-2.compute.amazonaws.com","i-0eb96cb9372e89feb","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-3-17-62-55.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-17-62-55.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-3-17-62-55.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-2059_task4_branched_se_dec_berhu_testaug_c84f6/","s3://dlad22-team19-ex2/T19_0512-2059_task4_branched_se_dec_berhu_testaug_c84f6/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1754_task4_branched_se_dec_berhu_testaug_3020e","failed","-","nargenziano","","2022-05-12T17:54:22.000Z","47","","3dfu24ug","","","2022-05-12T17:55:09.000Z","2022-05-12T17:55:09.000Z","ip-172-31-21-63","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-188-172-219.us-east-2.compute.amazonaws.com","i-075f15b6cafd8321f","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1754_task4_branched_se_dec_berhu_testaug_3020e/","s3://dlad22-team19-ex2/T19_0512-1754_task4_branched_se_dec_berhu_testaug_3020e/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1739_task4_branched_se_dec_berhu_testaug_9eab8","failed","-","nargenziano","","2022-05-12T17:39:30.000Z","153","","v6iid1fr","","","2022-05-12T17:42:03.000Z","2022-05-12T17:42:03.000Z","ip-172-31-21-63","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-188-172-219.us-east-2.compute.amazonaws.com","i-075f15b6cafd8321f","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-188-172-219.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1739_task4_branched_se_dec_berhu_testaug_9eab8/","s3://dlad22-team19-ex2/T19_0512-1739_task4_branched_se_dec_berhu_testaug_9eab8/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1726_task4_branched_se_dec_berhu_testaug_09cb5","failed","-","nargenziano","","2022-05-12T17:26:14.000Z","37","","20bsfqo8","","","2022-05-12T17:26:51.000Z","2022-05-12T17:26:51.000Z","ip-172-31-20-120","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-224-2-21.us-east-2.compute.amazonaws.com","i-0f7aa85ff926b98db","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1726_task4_branched_se_dec_berhu_testaug_09cb5/","s3://dlad22-team19-ex2/T19_0512-1726_task4_branched_se_dec_berhu_testaug_09cb5/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1723_task4_branched_se_dec_berhu_testaug_6ed1c","failed","-","nargenziano","","2022-05-12T17:23:51.000Z","42","","8ox2koaq","","","2022-05-12T17:24:33.000Z","2022-05-12T17:24:33.000Z","ip-172-31-20-120","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-224-2-21.us-east-2.compute.amazonaws.com","i-0f7aa85ff926b98db","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1723_task4_branched_se_dec_berhu_testaug_6ed1c/","s3://dlad22-team19-ex2/T19_0512-1723_task4_branched_se_dec_berhu_testaug_6ed1c/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1717_task4_branched_se_dec_berhu_testaug_4b3c6","failed","-","nargenziano","","2022-05-12T17:17:04.000Z","63","","2hm9q06e","","","2022-05-12T17:18:07.000Z","2022-05-12T17:18:07.000Z","ip-172-31-20-120","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-224-2-21.us-east-2.compute.amazonaws.com","i-0f7aa85ff926b98db","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1717_task4_branched_se_dec_berhu_testaug_4b3c6/","s3://dlad22-team19-ex2/T19_0512-1717_task4_branched_se_dec_berhu_testaug_4b3c6/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1713_task4_branched_se_dec_berhu_testaug_63227","failed","-","nargenziano","","2022-05-12T17:13:29.000Z","156","","39gsnh1g","","","2022-05-12T17:16:05.000Z","2022-05-12T17:16:05.000Z","ip-172-31-20-120","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-224-2-21.us-east-2.compute.amazonaws.com","i-0f7aa85ff926b98db","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-224-2-21.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1713_task4_branched_se_dec_berhu_testaug_63227/","s3://dlad22-team19-ex2/T19_0512-1713_task4_branched_se_dec_berhu_testaug_63227/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1643_task4_branched_se_dec_berhu_testaug_4dbc5","failed","-","nargenziano","","2022-05-12T16:43:54.000Z","56","","juciiuee","","","2022-05-12T16:44:50.000Z","2022-05-12T16:44:50.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1643_task4_branched_se_dec_berhu_testaug_4dbc5/","s3://dlad22-team19-ex2/T19_0512-1643_task4_branched_se_dec_berhu_testaug_4dbc5/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1641_task4_branched_se_dec_berhu_testaug_0c107","failed","-","nargenziano","","2022-05-12T16:41:23.000Z","54","","i6gnpsyt","","","2022-05-12T16:42:17.000Z","2022-05-12T16:42:17.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1641_task4_branched_se_dec_berhu_testaug_0c107/","s3://dlad22-team19-ex2/T19_0512-1641_task4_branched_se_dec_berhu_testaug_0c107/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1637_task4_branched_se_dec_berhu_testaug_d2b78","failed","-","nargenziano","","2022-05-12T16:37:47.000Z","55","","1zwwco15","","","2022-05-12T16:38:42.000Z","2022-05-12T16:38:42.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1637_task4_branched_se_dec_berhu_testaug_d2b78/","s3://dlad22-team19-ex2/T19_0512-1637_task4_branched_se_dec_berhu_testaug_d2b78/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1626_task4_branched_se_dec_berhu_testaug_0f905","finished","-","nargenziano","","2022-05-12T16:26:45.000Z","42","","2eaojrl3","","","2022-05-12T16:27:27.000Z","2022-05-12T16:27:27.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1626_task4_branched_se_dec_berhu_testaug_0f905/","s3://dlad22-team19-ex2/T19_0512-1626_task4_branched_se_dec_berhu_testaug_0f905/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1623_task4_branched_se_dec_berhu_testaug_fd4cc","failed","-","nargenziano","","2022-05-12T16:23:16.000Z","43","","1m4dgs05","","","2022-05-12T16:23:59.000Z","2022-05-12T16:23:59.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1623_task4_branched_se_dec_berhu_testaug_fd4cc/","s3://dlad22-team19-ex2/T19_0512-1623_task4_branched_se_dec_berhu_testaug_fd4cc/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T19_0512-1620_task4_branched_se_dec_berhu_testaug_9bd66","failed","-","nargenziano","","2022-05-12T16:20:45.000Z","46","","1zeb0qn6","","","2022-05-12T16:21:31.000Z","2022-05-12T16:21:31.000Z","ip-172-31-32-19","","","https://gitlab.ethz.ch/dlad21/exercise2/tree/e155c18b092cb5ac62f1fb7354d88bab5b169b7e","1","Tesla K80","ec2-18-191-16-167.us-east-2.compute.amazonaws.com","i-0f44a9bdbf78f009c","rsync -av -e 'ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem' . --exclude 'wandb/' --exclude 'doc/' ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com:~/code/","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com","ssh -q -o StrictHostKeyChecking=no -o LogLevel=ERROR -o ConnectTimeout=180 -i ~/.ssh/dlad-aws.pem ubuntu@ec2-18-191-16-167.us-east-2.compute.amazonaws.com -t tmux attach-session -t dlad","https://s3.console.aws.amazon.com/s3/buckets/dlad22-team19-ex2?region=us-east-2&prefix=T19_0512-1620_task4_branched_se_dec_berhu_testaug_9bd66/","s3://dlad22-team19-ex2/T19_0512-1620_task4_branched_se_dec_berhu_testaug_9bd66/","19","false","1","1","0","0","256","4","8","miniscapes","/home/ubuntu/miniscapes","/home/ubuntu/results","0.5","0.5","poly","0.9","resnet50","deeplab_branched_se","task4_branched_se_dec_berhu_testaug","16","100","1000","[0,100]","[0,100]","adam","0.0001","0.9","0.0001","false","s3://dlad22-team19-ex2/T19_0510-0345_task4_branched_se_dec_berhu_9c208/last.ckpt","8","8","16","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
